,start_time,end_time,runtime,memory,channel_in,channel_out
46,1.6415967777869573e+18,1.6415967778022561e+18,15298802.0,65337428.0,0.0,0.0
47,1.64159677780245e+18,1.641596778006484e+18,204034440.0,65337428.0,0.0,313.0
48,1.641596778006615e+18,1.6415967784353946e+18,428779659.0,65337428.0,313.0,0.0
49,1.641596778435706e+18,1.6415967784417213e+18,6015207.0,65337428.0,0.0,0.0
50,1.6415967784419405e+18,1.641596778685408e+18,243467635.0,65337428.0,0.0,313.0
51,1.6415967786855672e+18,1.641596779024979e+18,339411644.0,65337428.0,313.0,0.0
52,1.6415967790252383e+18,1.6415967790332756e+18,8037515.0,65337428.0,0.0,0.0
53,1.6415967790334915e+18,1.6415967792043848e+18,170893206.0,65337428.0,0.0,313.0
54,1.6415967792045366e+18,1.6415967795244795e+18,319942928.0,65337428.0,313.0,0.0
55,1.641596779524703e+18,1.6415967795292047e+18,4501793.0,65337428.0,0.0,0.0
56,1.6415967795293972e+18,1.641596779711075e+18,181677877.0,65337428.0,0.0,313.0
57,1.6415967797111877e+18,1.641596780102897e+18,391709080.0,65337428.0,313.0,0.0
58,1.6415967801031017e+18,1.641596780126459e+18,23357158.0,65337428.0,0.0,0.0
59,1.6415967801267039e+18,1.6415967802492833e+18,122579448.0,65337428.0,0.0,313.0
60,1.641596780249387e+18,1.6415967805506227e+18,301235766.0,65337428.0,313.0,0.0
61,1.6415967805508954e+18,1.6415967805589248e+18,8029437.0,65337428.0,0.0,0.0
62,1.6415967805591173e+18,1.641596780688221e+18,129103746.0,65337428.0,0.0,313.0
63,1.6415967806883018e+18,1.64159678099261e+18,304308021.0,65337428.0,313.0,0.0
64,1.6415967809928883e+18,1.641596780995902e+18,3013583.0,65337428.0,0.0,0.0
65,1.641596780996041e+18,1.6415967811445965e+18,148555488.0,65337428.0,0.0,313.0
66,1.6415967811447414e+18,1.6415967814526333e+18,307891840.0,65337428.0,313.0,0.0
67,1.6415967814528978e+18,1.64159678145601e+18,3111941.0,65337428.0,0.0,0.0
68,1.64159678145618e+18,1.6415967815746342e+18,118454477.0,65337428.0,0.0,313.0
69,1.641596781574722e+18,1.6415967819174636e+18,342741671.0,65337428.0,313.0,0.0
70,1.641596781917661e+18,1.641596781929763e+18,12102024.0,65337428.0,0.0,0.0
71,1.641596781930068e+18,1.6415967820792205e+18,149152453.0,65337428.0,0.0,313.0
72,1.6415967820793664e+18,1.6415967824581268e+18,378760537.0,65337428.0,313.0,0.0
73,1.6415967824583427e+18,1.6415967824623626e+18,4019782.0,65337428.0,0.0,0.0
74,1.641596782462546e+18,1.641596782651045e+18,188499188.0,65337428.0,0.0,313.0
75,1.64159678265117e+18,1.6415967830436516e+18,392481938.0,65337428.0,313.0,0.0
76,1.6415967830439e+18,1.641596783049278e+18,5377918.0,65337428.0,0.0,0.0
77,1.6415967830494922e+18,1.6415967832410276e+18,191535536.0,65337428.0,0.0,313.0
78,1.6415967832411814e+18,1.6415967835677215e+18,326540045.0,65337428.0,313.0,0.0
79,1.6415967835679946e+18,1.6415967835710205e+18,3026060.0,65337428.0,0.0,0.0
80,1.641596783571238e+18,1.641596783724657e+18,153418819.0,65337428.0,0.0,313.0
81,1.6415967837247844e+18,1.641596784026052e+18,301267633.0,65337428.0,313.0,0.0
82,1.6415967840262546e+18,1.6415967840356634e+18,9408784.0,65337428.0,0.0,0.0
83,1.6415967840359455e+18,1.6415967842358838e+18,199938244.0,65337428.0,0.0,313.0
84,1.6415967842360128e+18,1.6415967845506524e+18,314639827.0,65337428.0,313.0,0.0
85,1.641596784550846e+18,1.6415967845593405e+18,8494682.0,65337428.0,0.0,0.0
86,1.6415967845595244e+18,1.6415967847006886e+18,141164345.0,65337428.0,0.0,312.0
87,1.6415967847007724e+18,1.6415967850179924e+18,317220026.0,65337428.0,312.0,0.0
88,1.6415967850184448e+18,1.6415967850236974e+18,5252431.0,65337428.0,0.0,0.0
89,1.6415967850240317e+18,1.6415967851830807e+18,159048917.0,65337428.0,0.0,313.0
90,1.6415967851832054e+18,1.6415967855077642e+18,324558930.0,65337428.0,313.0,0.0
91,1.6415967855080374e+18,1.6415967855110753e+18,3037901.0,65337428.0,0.0,0.0
92,1.6415967855112187e+18,1.6415967856657725e+18,154553852.0,65337428.0,0.0,313.0
93,1.6415967856658563e+18,1.6415967860138895e+18,348033279.0,65337428.0,313.0,0.0
94,1.6415967860141517e+18,1.6415967860256732e+18,11521529.0,65337428.0,0.0,0.0
95,1.6415967860259917e+18,1.641596786177031e+18,151039260.0,65337428.0,0.0,313.0
96,1.6415967861771607e+18,1.6415967864844454e+18,307284849.0,65337428.0,313.0,0.0
97,1.6415967864847368e+18,1.6415967864881134e+18,3376450.0,65337428.0,0.0,0.0
98,1.6415967864883407e+18,1.6415967866487744e+18,160433778.0,65337428.0,0.0,313.0
99,1.6415967866488648e+18,1.6415967869767826e+18,327917828.0,65337428.0,313.0,0.0
100,1.6415967869770895e+18,1.6415967869802637e+18,3174025.0,65337428.0,0.0,0.0
101,1.64159678698043e+18,1.641596787131913e+18,151482496.0,65337428.0,0.0,313.0
102,1.641596787132008e+18,1.641596787468873e+18,336865086.0,65337428.0,313.0,0.0
103,1.6415967874691932e+18,1.6415967874786153e+18,9422125.0,65337428.0,0.0,0.0
104,1.641596787478911e+18,1.64159678763185e+18,152938877.0,65337428.0,0.0,313.0
105,1.6415967876319724e+18,1.6415967879758354e+18,343863068.0,65337428.0,313.0,0.0
106,1.6415967879760538e+18,1.6415967879793572e+18,3303443.0,65337428.0,0.0,0.0
107,1.6415967879795274e+18,1.641596788138415e+18,158887923.0,65337428.0,0.0,313.0
108,1.6415967881385436e+18,1.6415967884702612e+18,331717697.0,65337428.0,313.0,0.0
109,1.6415967884704737e+18,1.6415967884756073e+18,5133473.0,65337428.0,0.0,0.0
110,1.6415967884758234e+18,1.6415967886410583e+18,165234947.0,65337428.0,0.0,313.0
111,1.641596788641202e+18,1.6415967889851154e+18,343913418.0,65337428.0,313.0,0.0
112,1.6415967889854167e+18,1.6415967889891082e+18,3691706.0,65337428.0,0.0,0.0
113,1.6415967889893268e+18,1.641596789144368e+18,155041324.0,65337428.0,0.0,313.0
114,1.6415967891445015e+18,1.6415967894754458e+18,330944220.0,65337428.0,313.0,0.0
115,1.6415967894756465e+18,1.6415967894788552e+18,3208937.0,65337428.0,0.0,0.0
116,1.6415967894789873e+18,1.6415967896061722e+18,127185071.0,65337428.0,0.0,313.0
117,1.6415967896063094e+18,1.6415967899488013e+18,342491859.0,65337428.0,313.0,0.0
118,1.641596789949108e+18,1.641596789954188e+18,5080068.0,65337428.0,0.0,0.0
119,1.641596789954361e+18,1.6415967901172787e+18,162917809.0,65337428.0,0.0,313.0
120,1.6415967901173996e+18,1.641596790503478e+18,386078446.0,65337428.0,313.0,0.0
121,1.6415967905037e+18,1.6415967905233964e+18,19696610.0,65337428.0,0.0,0.0
122,1.6415967905236083e+18,1.641596790676429e+18,152820658.0,65337428.0,0.0,312.0
123,1.6415967906765622e+18,1.6415967910186726e+18,342110296.0,65337428.0,312.0,0.0
124,1.6415967910189837e+18,1.6415967910223608e+18,3377061.0,65337428.0,0.0,0.0
125,1.6415967910225715e+18,1.6415967911854746e+18,162903140.0,65337428.0,0.0,313.0
126,1.64159679118556e+18,1.641596791626707e+18,441146761.0,65337428.0,313.0,0.0
127,1.6415967916269573e+18,1.6415967917965228e+18,169565629.0,65337428.0,0.0,313.0
128,1.64159679179665e+18,1.641596792125368e+18,328718274.0,65337428.0,313.0,0.0
129,1.6415967921256837e+18,1.641596792131691e+18,6007524.0,65337428.0,0.0,0.0
130,1.6415967921319363e+18,1.6415967922891336e+18,157197296.0,65337428.0,0.0,313.0
131,1.6415967922892342e+18,1.64159679260571e+18,316475798.0,65337428.0,313.0,0.0
132,1.64159679260614e+18,1.6415967926107185e+18,4578261.0,65337428.0,0.0,0.0
133,1.6415967926109056e+18,1.6415967927655606e+18,154655007.0,65337428.0,0.0,313.0
134,1.6415967927656607e+18,1.64159679309738e+18,331719449.0,65337428.0,313.0,0.0
135,1.64159679309762e+18,1.641596793106908e+18,9288054.0,65337428.0,0.0,0.0
136,1.6415967931071183e+18,1.641596793256411e+18,149292522.0,65337428.0,0.0,313.0
137,1.6415967932565443e+18,1.6415967935826916e+18,326147259.0,65337428.0,313.0,0.0
138,1.64159679358289e+18,1.6415967935860416e+18,3151268.0,65337428.0,0.0,0.0
139,1.6415967935862766e+18,1.641596793738753e+18,152476506.0,65337428.0,0.0,313.0
140,1.6415967937389005e+18,1.641596794047215e+18,308314404.0,65337428.0,313.0,0.0
141,1.64159679404748e+18,1.6415967940510477e+18,3567756.0,65337428.0,0.0,0.0
142,1.641596794051196e+18,1.6415967942212974e+18,170101639.0,65337428.0,0.0,313.0
143,1.641596794221417e+18,1.6415967945364675e+18,315050478.0,65337428.0,313.0,0.0
144,1.6415967945367427e+18,1.6415967945460618e+18,9319023.0,65337428.0,0.0,0.0
145,1.6415967945462513e+18,1.6415967947127117e+18,166460295.0,65337428.0,0.0,313.0
146,1.6415967947128978e+18,1.6415967950759972e+18,363099375.0,65337428.0,313.0,0.0
147,1.641596795076274e+18,1.6415967950811267e+18,4852799.0,65337428.0,0.0,0.0
148,1.6415967950813253e+18,1.6415967952302141e+18,148888961.0,65337428.0,0.0,313.0
149,1.6415967952303496e+18,1.6415967955692746e+18,338925191.0,65337428.0,313.0,0.0
150,1.6415967955694991e+18,1.6415967955761293e+18,6630085.0,65337428.0,0.0,0.0
151,1.6415967955763261e+18,1.6415967957434908e+18,167164568.0,65337428.0,0.0,313.0
152,1.6415967957436352e+18,1.6415967960754284e+18,331793278.0,65337428.0,313.0,0.0
153,1.641596796075704e+18,1.6415967960804636e+18,4759412.0,65337428.0,0.0,0.0
154,1.641596796080735e+18,1.6415967962397527e+18,159017749.0,65337428.0,0.0,313.0
155,1.6415967962398912e+18,1.641596796599493e+18,359601863.0,65337428.0,313.0,0.0
156,1.641596796599798e+18,1.6415967966033395e+18,3541487.0,65337428.0,0.0,0.0
157,1.6415967966035366e+18,1.6415967967603075e+18,156770633.0,65337428.0,0.0,313.0
158,1.6415967967604557e+18,1.6415967970501837e+18,289728027.0,65337428.0,313.0,0.0
159,1.6415967970504348e+18,1.641596797062323e+18,11888221.0,65337428.0,0.0,0.0
160,1.641596797062529e+18,1.6415967972083725e+18,145843617.0,65337428.0,0.0,313.0
161,1.6415967972085e+18,1.6415967975361288e+18,327629172.0,65337428.0,313.0,0.0
162,1.6415967975363425e+18,1.6415967975406072e+18,4264679.0,65337428.0,0.0,0.0
163,1.6415967975408822e+18,1.6415967977022234e+18,161341237.0,65337428.0,0.0,313.0
164,1.6415967977023173e+18,1.6415967980477266e+18,345409320.0,65337428.0,313.0,0.0
165,1.6415967980479777e+18,1.6415967980517983e+18,3820524.0,65337428.0,0.0,0.0
166,1.641596798051983e+18,1.641596798196236e+18,144252929.0,65337428.0,0.0,313.0
167,1.6415967981963272e+18,1.6415967985493084e+18,352981284.0,65337428.0,313.0,0.0
168,1.6415967985495066e+18,1.641596798559943e+18,10436412.0,65337428.0,0.0,0.0
169,1.6415967985601567e+18,1.6415967987276224e+18,167465725.0,65337428.0,0.0,313.0
170,1.64159679872776e+18,1.6415967990325164e+18,304756380.0,65337428.0,313.0,0.0
171,1.6415967990326976e+18,1.6415967990358395e+18,3142074.0,65337428.0,0.0,0.0
172,1.641596799036046e+18,1.6415967991747446e+18,138698557.0,65337428.0,0.0,313.0
173,1.641596799174881e+18,1.6415967995047345e+18,329853372.0,65337428.0,313.0,0.0
174,1.641596799504984e+18,1.6415967995085376e+18,3553531.0,65337428.0,0.0,0.0
175,1.6415967995087565e+18,1.641596799666138e+18,157381601.0,65337428.0,0.0,312.0
176,1.6415967996662543e+18,1.6415968000152292e+18,348974695.0,65337428.0,312.0,0.0
177,1.6415968000154294e+18,1.6415968000252209e+18,9791432.0,65337428.0,0.0,0.0
178,1.6415968000254492e+18,1.641596800173841e+18,148391821.0,65337428.0,0.0,313.0
179,1.6415968001739743e+18,1.6415968005068447e+18,332870260.0,65337428.0,313.0,0.0
180,1.6415968005071396e+18,1.641596800510524e+18,3384257.0,65337428.0,0.0,0.0
181,1.6415968005107087e+18,1.64159680067321e+18,162501259.0,65337428.0,0.0,313.0
182,1.641596800673362e+18,1.64159680098929e+18,315928349.0,65337428.0,313.0,0.0
183,1.641596800989492e+18,1.6415968010073423e+18,17850487.0,65337428.0,0.0,0.0
184,1.6415968010075028e+18,1.6415968011466716e+18,139168849.0,65337428.0,0.0,311.0
185,1.6415968011467955e+18,1.6415968014844042e+18,337608827.0,65337428.0,311.0,0.0
186,1.6415968014846326e+18,1.6415968014939791e+18,9346735.0,65337428.0,0.0,0.0
187,1.6415968014941908e+18,1.641596801643708e+18,149516986.0,65337428.0,0.0,313.0
188,1.6415968016438705e+18,1.6415968019832118e+18,339341164.0,65337428.0,313.0,0.0
189,1.6415968019834488e+18,1.641596801989278e+18,5829116.0,65337428.0,0.0,0.0
190,1.6415968019895247e+18,1.6415968021512274e+18,161702525.0,65337428.0,0.0,313.0
191,1.641596802151317e+18,1.6415968024774735e+18,326156594.0,65337428.0,313.0,0.0
192,1.6415968024777e+18,1.6415968024825275e+18,4827550.0,65337428.0,0.0,0.0
193,1.6415968024827052e+18,1.641596802662895e+18,180190044.0,65337428.0,0.0,312.0
194,1.6415968026630295e+18,1.6415968029722273e+18,309197673.0,65337428.0,312.0,0.0
195,1.6415968029725604e+18,1.6415968029838088e+18,11248533.0,65337428.0,0.0,0.0
196,1.6415968029839928e+18,1.641596803129895e+18,145902136.0,65337428.0,0.0,313.0
197,1.6415968031300224e+18,1.6415968034752282e+18,345205696.0,65337428.0,313.0,0.0
198,1.641596803475449e+18,1.6415968034796762e+18,4227071.0,65337428.0,0.0,0.0
199,1.6415968034798134e+18,1.641596803627475e+18,147661356.0,65337428.0,0.0,313.0
200,1.641596803627602e+18,1.6415968039232765e+18,295674630.0,65337428.0,313.0,0.0
201,1.64159680392353e+18,1.641596803926808e+18,3278174.0,65337428.0,0.0,0.0
202,1.641596803927009e+18,1.6415968040784965e+18,151487605.0,65337428.0,0.0,313.0
203,1.641596804078586e+18,1.6415968044114685e+18,332882523.0,65337428.0,313.0,0.0
204,1.6415968044117857e+18,1.6415968044221286e+18,10343126.0,65337428.0,0.0,0.0
205,1.6415968044224952e+18,1.641596804581493e+18,158997752.0,65337428.0,0.0,313.0
206,1.641596804581619e+18,1.6415968049428713e+18,361252392.0,65337428.0,313.0,0.0
207,1.641596804943229e+18,1.6415968049469253e+18,3696406.0,65337428.0,0.0,0.0
208,1.6415968049470743e+18,1.641596805110857e+18,163782631.0,65337428.0,0.0,313.0
209,1.6415968051109921e+18,1.64159680544072e+18,329727585.0,65337428.0,313.0,0.0
210,1.6415968054409674e+18,1.6415968054458404e+18,4873049.0,65337428.0,0.0,0.0
211,1.6415968054460063e+18,1.6415968055859057e+18,139899357.0,65337428.0,0.0,313.0
212,1.6415968055859963e+18,1.6415968059138266e+18,327830065.0,65337428.0,313.0,0.0
213,1.6415968059140193e+18,1.641596805917191e+18,3171435.0,65337428.0,0.0,0.0
214,1.6415968059173386e+18,1.6415968060792735e+18,161934869.0,65337428.0,0.0,313.0
215,1.64159680607938e+18,1.641596806416351e+18,336970918.0,65337428.0,313.0,0.0
216,1.641596806416619e+18,1.6415968064199416e+18,3322641.0,65337428.0,0.0,0.0
217,1.6415968064201021e+18,1.6415968065559854e+18,135883196.0,65337428.0,0.0,313.0
218,1.6415968065561126e+18,1.641596806902013e+18,345900493.0,65337428.0,313.0,0.0
219,1.6415968069023078e+18,1.641596806912357e+18,10049218.0,65337428.0,0.0,0.0
220,1.6415968069125476e+18,1.6415968070629076e+18,150360084.0,65337428.0,0.0,313.0
221,1.6415968070630085e+18,1.6415968074053422e+18,342333714.0,65337428.0,313.0,0.0
222,1.6415968074055652e+18,1.641596807410257e+18,4691829.0,65337428.0,0.0,0.0
223,1.6415968074104358e+18,1.641596807565574e+18,155138121.0,65337428.0,0.0,313.0
224,1.6415968075657183e+18,1.6415968079212856e+18,355567256.0,65337428.0,313.0,0.0
225,1.6415968079215951e+18,1.6415968079302633e+18,8668184.0,65337428.0,0.0,0.0
226,1.641596807930491e+18,1.6415968080901578e+18,159666866.0,65337428.0,0.0,313.0
227,1.6415968080903043e+18,1.6415968084297953e+18,339491021.0,65337428.0,313.0,0.0
228,1.641596808430003e+18,1.641596808574953e+18,144949979.0,65337428.0,0.0,313.0
229,1.6415968085750892e+18,1.6415968089071675e+18,332078323.0,65337428.0,313.0,0.0
230,1.6415968089073866e+18,1.6415968089106857e+18,3299127.0,65337428.0,0.0,0.0
231,1.6415968089108424e+18,1.6415968090494508e+18,138608499.0,65337428.0,0.0,313.0
232,1.6415968090495388e+18,1.6415968093527437e+18,303204710.0,65337428.0,313.0,0.0
233,1.6415968093529334e+18,1.6415968093584182e+18,5484767.0,65337428.0,0.0,0.0
234,1.64159680935861e+18,1.6415968095096223e+18,151012450.0,65337428.0,0.0,313.0
235,1.6415968095097408e+18,1.64159680982649e+18,316749186.0,65337428.0,313.0,0.0
236,1.641596809826716e+18,1.64159680983032e+18,3604237.0,65337428.0,0.0,0.0
237,1.6415968098305638e+18,1.6415968099680259e+18,137461990.0,65337428.0,0.0,313.0
238,1.641596809968109e+18,1.6415968102868795e+18,318770476.0,65337428.0,313.0,0.0
239,1.6415968102870874e+18,1.6415968102912123e+18,4125067.0,65337428.0,0.0,0.0
240,1.641596810291379e+18,1.6415968104299436e+18,138564618.0,65337428.0,0.0,313.0
241,1.6415968104300815e+18,1.6415968108673848e+18,437303201.0,65337428.0,313.0,0.0
242,1.6415968108676037e+18,1.6415968110473677e+18,179764006.0,65337428.0,0.0,313.0
243,1.6415968110474747e+18,1.64159681138896e+18,341485168.0,65337428.0,313.0,0.0
244,1.641596811389181e+18,1.6415968114096236e+18,20442420.0,65337428.0,0.0,0.0
245,1.6415968114098045e+18,1.641596811597234e+18,187429464.0,65337428.0,0.0,313.0
246,1.641596811597315e+18,1.6415968119372552e+18,339940095.0,65337428.0,313.0,0.0
247,1.6415968119374915e+18,1.641596811942063e+18,4571608.0,65337428.0,0.0,0.0
248,1.6415968119423729e+18,1.6415968121093967e+18,167023948.0,65337428.0,0.0,313.0
249,1.6415968121095273e+18,1.6415968124548262e+18,345298768.0,65337428.0,313.0,0.0
